factor	r2_transcriptome	r2_microbiome_16S	r2_microbiome_ITS	r2_total
Factor1	47.9869618215239	11.9574175897587	2.97677714966306	20.9737188536485
Factor2	9.13154728573431	1.87520709817597	5.2778464733001	5.42820028573679
Factor3	10.8591988206593	1.19612226913327	0.356605552963207	4.13730888091859
Factor4	6.50105485952676	1.43646781234879	1.97461691260237	3.3040465281593
Factor5	4.73805062739769	0.463713895696549	2.41967509592962	2.54047987300795
