gene_id	tissue	contrast	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
Solyc11g072710.3	Leaf	red_vs_blue	1046.74501358807	2.28722235957603	0.278533695283412	1.63242800667457e-17	1.87200804765415e-15	TRUE
Solyc07g047670.3	Leaf	red_vs_blue	805.166199181171	1.02528279819732	0.123890040107187	2.39969345272025e-17	2.73606427635156e-15	TRUE
Solyc08g023270.3	Leaf	red_vs_blue	116.014870074016	2.3327911509037	0.284766219562206	3.40496696571596e-17	3.86006512187651e-15	TRUE
Solyc09g010680.3	Leaf	red_vs_blue	417.671903703906	-1.48919890590246	0.182686117242386	3.73837783804664e-17	4.21395897323905e-15	TRUE
Solyc05g054490.3	Leaf	red_vs_blue	445.032088602238	1.56477729159133	0.193056621635412	5.45491967718057e-17	6.11413285172799e-15	TRUE
Solyc05g055010.4	Leaf	red_vs_blue	81.3612315484802	-1.853727793725	0.226773932980338	5.52658626696511e-17	6.15965982866971e-15	TRUE
Solyc05g012510.3	Leaf	red_vs_blue	568.304061100748	2.2769524623953	0.285761528926775	5.74600726905051e-17	6.36843788886554e-15	TRUE
Solyc12g049390.2	Leaf	red_vs_blue	128.345837887714	1.5499903054305	0.19035339081739	6.58552809475978e-17	7.25834954844107e-15	TRUE
Solyc01g087790.2	Leaf	red_vs_blue	95.1268579657713	2.41041253674647	0.294403506540633	6.78494571961605e-17	7.43682531113054e-15	TRUE
Solyc01g110370.4	Leaf	red_vs_blue	101.398992652918	-1.89386245530196	0.234185779196563	7.53055279717948e-17	8.19161122692864e-15	TRUE
Solyc02g086350.3	Leaf	red_vs_blue	86.3789959708273	-2.31445320487354	0.285894455467934	7.55615129052846e-17	8.19161122692864e-15	TRUE
Solyc01g011100.2	Leaf	red_vs_blue	382.329069833974	1.26513855856517	0.155632394455111	7.81540930392279e-17	8.38107595570401e-15	TRUE
Solyc05g014240.4	Leaf	red_vs_blue	453.249937578062	-1.62914730924382	0.201332559151229	7.80998261664676e-17	8.38107595570401e-15	TRUE
