gene_id	tissue	contrast	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
Solyc02g067800.4	Leaf	flight_vs_ground	99.3276281615086	3.90062355173444	0.382048980980917	1.27234680568396e-25	2.52420882779641e-21	TRUE
Solyc04g072700.4	Leaf	flight_vs_ground	84.6707929190389	-3.77831310803543	0.530924356797049	3.60761535092691e-14	2.43831867218737e-10	TRUE
Solyc06g075650.3	Leaf	flight_vs_ground	132.402038295172	-3.11921599597459	0.433524773734928	3.6871596434105e-14	2.43831867218737e-10	TRUE
Solyc09g098110.4	Leaf	flight_vs_ground	299.774853655961	1.84252442764839	0.258915580429095	6.72071886645614e-14	2.66664683183247e-10	TRUE
Solyc10g085500.2	Leaf	flight_vs_ground	10.2382728443845	2.76684086719911	0.385657165295708	5.82985901998822e-14	2.66664683183247e-10	TRUE
Solyc01g005470.3	Leaf	flight_vs_ground	2576.68679946141	1.80716548007878	0.25797485949436	1.79283239659203e-13	5.08114313085563e-10	TRUE
Solyc06g074420.1	Leaf	flight_vs_ground	1062.48358349234	2.63442146970053	0.377314529420491	1.68110849558849e-13	5.08114313085563e-10	TRUE
Solyc04g011750.3	Leaf	flight_vs_ground	145.09391985808	2.71285836259963	0.389762121155611	2.46951879300064e-13	6.12409791679247e-10	TRUE
Solyc06g050980.3	Leaf	flight_vs_ground	4850.1926831369	-1.35429620033492	0.196879716526141	3.27468398310941e-13	7.21849506010085e-10	TRUE
Solyc02g084980.3	Leaf	flight_vs_ground	370.548996679192	-2.70649474445209	0.400937595013426	3.71604427530453e-13	7.37226023777666e-10	TRUE
Solyc06g076400.3	Leaf	flight_vs_ground	191.527721096055	-2.09677202107469	0.310414062405953	5.0760007287111e-13	8.39189820474162e-10	TRUE
Solyc12g009560.2	Leaf	flight_vs_ground	2464.55417924708	2.06321500974803	0.302175378066802	4.9421683998507e-13	8.39189820474162e-10	TRUE
Solyc09g010630.3	Leaf	flight_vs_ground	25301.3719571243	0.736518969534054	0.106910984048281	6.00929577985723e-13	9.17064761358366e-10	FALSE
