amplicon	sample_id	compartment	flight	dist_to_ground_centroid	ground_within_group_dist	dysbiosis_index	light
16S	VEG-05F-SN01-leaf-tom-red-rich_S107_L001	leaf	Flight	0.215034906134583	0.275968332158455	0.77920138319028	Red
16S	VEG-05F-SN03-leaf-tom-red-rich_S108_L001	leaf	Flight	0.721576907319712	0.275968332158455	2.61470909243818	Red
16S	VEG-05F-SN04-leaf-tom-red-rich_S109_L001	leaf	Flight	0.260020871579754	0.275968332158455	0.942212715299723	Red
16S	VEG-05F-SN05-leaf-tom-red-rich_S110_L001	leaf	Flight	0.960258496867449	0.275968332158455	3.47959669631982	Red
16S	VEG-05F-SN06-leaf-tom-red-rich_S111_L001	leaf	Flight	0.250534993809523	0.275968332158455	0.907839649027814	Red
16S	VEG-05F-SN07-leaf-tom-blue-rich_S112_L001	leaf	Flight	0.746296653384406	0.275968332158455	2.70428366743145	Blue
16S	VEG-05F-SN08-leaf-tom-blue-rich_S113_L001	leaf	Flight	0.501448848230425	0.275968332158455	1.81705213894797	Blue
16S	VEG-05F-SN010-leaf-tom-blue-rich_S114_L001	leaf	Flight	0.657926247571983	0.275968332158455	2.38406429616793	Blue
16S	VEG-05F-SN012-leaf-tom-blue-rich_S115_L001	leaf	Flight	0.803715258777459	0.275968332158455	2.9123459655363	Blue
16S	VEG-05-G-SN-01-leaf-tom-red-rich_S125_L001	leaf	Ground	0.219581026522018	0.275968332158455	0.795674723996736	Red
16S	VEG-05-G-SN-02-leaf-tom-red-rich_S126_L001	leaf	Ground	0.224228493313614	0.275968332158455	0.812515304056218	Red
16S	VEG-05-G-SN-03-leaf-tom-red-rich_S127_L001	leaf	Ground	0.303011503798401	0.275968332158455	1.09799374960319	Red
16S	VEG-05-G-SN-04-leaf-tom-red-rich_S128_L001	leaf	Ground	0.681365612899426	0.275968332158455	2.46899927817878	Red
16S	VEG-05-G-SN-05-leaf-tom-red-rich_S129_L001	leaf	Ground	0.221132776495145	0.275968332158455	0.801297651674669	Red
16S	VEG-05-G-SN-06-leaf-tom-red-rich_S130_L001	leaf	Ground	0.231764870879756	0.275968332158455	0.839824153253504	Red
16S	VEG-05-G-SN-07-leaf-tom-blue-rich_S131_L001	leaf	Ground	0.22486888453759	0.275968332158455	0.81483582836771	Blue
16S	VEG-05-G-SN-08-leaf-tom-blue-rich_S132_L001	leaf	Ground	0.234614609209799	0.275968332158455	0.850150476957946	Blue
16S	VEG-05-G-SN-09-leaf-tom-blue-rich_S133_L001	leaf	Ground	0.233741329793301	0.275968332158455	0.846986058020206	Blue
16S	VEG-05-G-SN-10-leaf-tom-blue-rich_S134_L001	leaf	Ground	0.236721129283029	0.275968332158455	0.857783671885617	Blue
16S	VEG-05-G-SN-11-leaf-tom-blue-rich_S135_L001	leaf	Ground	0.251866429998733	0.275968332158455	0.912664246758997	Blue
16S	VEG-05-G-SN-12-leaf-tom-blue-rich_S136_L001	leaf	Ground	0.248723319170646	0.275968332158455	0.901274857246427	Blue
16S	VEG-05F-SN01-AdvRoot-tom-red-rich_S116_L001	AdvRoot	Flight	0.944703932373499	0.826009440344495	1.14369628993526	Red
16S	VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001	AdvRoot	Flight	0.887602271910401	0.826009440344495	1.07456674047238	Red
16S	VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001	AdvRoot	Flight	0.920999844378711	0.826009440344495	1.11499917482129	Red
16S	VEG-05F-SN05-AdvRoot-tom-red-rich_S119_L001	AdvRoot	Flight	0.886619010319568	0.826009440344495	1.07337636474202	Red
16S	VEG-05F-SN06-AdvRoot-tom-red-rich_S120_L001	AdvRoot	Flight	0.906152760834775	0.826009440344495	1.09702470283736	Red
16S	VEG-05F-SN07-AdvRoot-tom-blue-rich_S121_L001	AdvRoot	Flight	0.931585036362027	0.826009440344495	1.12781403076156	Blue
16S	VEG-05F-SN08-AdvRoot-tom-blue-rich_S122_L001	AdvRoot	Flight	0.903744241099259	0.826009440344495	1.09410885270554	Blue
16S	VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001	AdvRoot	Flight	0.916477239726491	0.826009440344495	1.10952392910215	Blue
16S	VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001	AdvRoot	Flight	0.942303146426031	0.826009440344495	1.14078980263595	Blue
16S	VEG-05-G-SN-02-AdvRoots-tom-blue_S137_L001	AdvRoot	Ground	0.794110366134725	0.826009440344495	0.961381707457887	Blue
16S	VEG-05-G-SN-04-AdvRoots-tom-blue_S138_L001	AdvRoot	Ground	0.868680604910254	0.826009440344495	1.05165941511269	Blue
16S	VEG-05-G-SN-05-AdvRoots-tom-blue_S139_L001	AdvRoot	Ground	0.783380412288696	0.826009440344495	0.948391597028213	Blue
16S	VEG-05-G-SN-07-AdvRoots-tom-blue_S140_L001	AdvRoot	Ground	0.808802726134835	0.826009440344495	0.97916886494362	Blue
16S	VEG-05-G-SN09-AdvRoots-tom-blue-rich_S141_L001	AdvRoot	Ground	0.938411289032777	0.826009440344495	1.13607816472582	Blue
16S	VEG-05-G-SN-10-AdvRoots-tom-blue_S142_L001	AdvRoot	Ground	0.762671243565686	0.826009440344495	0.923320250731767	Blue
16S	VEG-05-F-tomato-SN-07-root_S12_L001	root	Flight	0.640676004588545	0.315937706429134	2.02785546502108	NA
16S	VEG-05-F-tomato-SN-10-root_S17_L001	root	Flight	0.749809775149536	0.315937706429134	2.37328359322543	NA
16S	VEG-05-F-tomato-SN-01-root_S2_L001	root	Flight	0.676938592006645	0.315937706429134	2.14263311479247	NA
16S	VEG-05-F-water-Locker-1-root-mat_S32_L001	root	Flight	0.929580463588343	0.315937706429134	2.94229034607761	NA
16S	VEG-05-F-water-Locker-3-root-mat_S33_L001	root	Flight	0.871792252913378	0.315937706429134	2.75938020430279	NA
16S	VEG-05-F-tomato-SN-03-root_S7_L001	root	Flight	0.650697696534736	0.315937706429134	2.05957593314582	NA
16S	VEG-05-G-tomato-SN-10-root_S101_L001	root	Ground	0.287346683289495	0.315937706429134	0.909504239102107	NA
16S	VEG-05-G-tomato-SN-01-root_S86_L001	root	Ground	0.344341803971583	0.315937706429134	1.08990410756438	NA
16S	VEG-05-G-tomato-SN-03-root_S91_L001	root	Ground	0.301854045276354	0.315937706429134	0.95542266444876	NA
16S	VEG-05-G-tomato-SN-07-root_S96_L001	root	Ground	0.330208293179106	0.315937706429134	1.04516898888475	NA
16S	VEG-05-F-tomato-SN-01-wick_S1_L001	wick	Flight	0.759659566142396	0.546489737683546	1.39007105487915	NA
16S	VEG-05-F-tomato-SN-07-wick_S11_L001	wick	Flight	0.809321520859552	0.546489737683546	1.48094550556447	NA
16S	VEG-05-F-tomato-SN-10-wick_S16_L001	wick	Flight	0.854461616261377	0.546489737683546	1.56354558437503	NA
16S	VEG-05-F-tomato-SN-03-wick_S6_L001	wick	Flight	0.842464389810518	0.546489737683546	1.5415923332459	NA
16S	VEG-05-G-tomato-SN-10-wick_S100_L001	wick	Ground	0.554917996413234	0.546489737683546	1.01542253797009	NA
16S	VEG-05-G-tomato-SN-01-wick_S85_L001	wick	Ground	0.55821740410929	0.546489737683546	1.02145999387922	NA
16S	VEG-05-G-tomato-SN-03-wick_S90_L001	wick	Ground	0.49909236705442	0.546489737683546	0.913269422349936	NA
16S	VEG-05-G-tomato-SN-07-wick_S95_L001	wick	Ground	0.573731183157239	0.546489737683546	1.04984804580076	NA
16S	VEG-05-F-tomato-SN-03-soil-2_S9_L001	soil	Flight	0.711440553830677	0.4782352616366	1.48763717546885	NA
16S	VEG-05-F-tomato-SN-03-soil-3_S10_L001	soil	Flight	0.711637731236945	0.4782352616366	1.48804947757638	NA
16S	VEG-05-F-tomato-SN-07-soil-1_S13_L001	soil	Flight	0.722395537040772	0.4782352616366	1.51054427598796	NA
16S	VEG-05-F-tomato-SN-07-soil-2_S14_L001	soil	Flight	0.733823488318688	0.4782352616366	1.53444036269393	NA
16S	VEG-05-F-tomato-SN-07-soil-3_S15_L001	soil	Flight	0.739901532021108	0.4782352616366	1.54714968003205	NA
16S	VEG-05-F-tomato-SN-10-soil-1_S18_L001	soil	Flight	0.805075987295564	0.4782352616366	1.68343083807844	NA
16S	VEG-05-F-tomato-SN-10-soil-2_S19_L001	soil	Flight	0.805461798063917	0.4782352616366	1.68423757651724	NA
16S	VEG-05-F-tomato-SN-10-soil-3_S20_L001	soil	Flight	0.783704073936586	0.4782352616366	1.63874171731842	NA
16S	VEG-05-F-tomato-SN-01-soil-1_S3_L001	soil	Flight	0.728276749412087	0.4782352616366	1.52284201486901	NA
16S	VEG-05-F-tomato-SN-01-soil-2_S4_L001	soil	Flight	0.740078607864813	0.4782352616366	1.54751994934908	NA
16S	VEG-05-F-tomato-SN-01-soil-3_S5_L001	soil	Flight	0.717648665411778	0.4782352616366	1.50061846747951	NA
16S	VEG-05-F-tomato-SN-03-soil-1_S8_L001	soil	Flight	0.703896817077662	0.4782352616366	1.47186306310583	NA
16S	VEG-05-G-tomato-SN-07-soil-2_S98_L001	soil	Ground	0.475661088890071	0.4782352616366	0.994617350594937	NA
16S	VEG-05-G-tomato-SN-07-soil-3_S99_L001	soil	Ground	0.698938271989949	0.4782352616366	1.461494640939	NA
16S	VEG-05-G-tomato-SN-10-soil-1_S102_L001	soil	Ground	0.622506634201947	0.4782352616366	1.301674477268	NA
16S	VEG-05-G-tomato-SN-10-soil-2_S103_L001	soil	Ground	0.435507596386639	0.4782352616366	0.910655552449772	NA
16S	VEG-05-G-tomato-SN-10-soil-3_S104_L001	soil	Ground	0.582853458980021	0.4782352616366	1.21875885309126	NA
