sample_id	Observed	Shannon	Simpson	study	amplicon	flight	plant	compartment	light	treatment	soil_replicate	harvest	fruit_number	swab_location	fastq_r1	fastq_r2	description	read_depth
VEG-05-G-tomato-SN-10-soil-3_S104_L001	44	3.51461828378884	0.96387313589582	OSD-766	16S	Ground	SN10	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_16S-106-VEG-05-G-tomato-SN-10-soil-3_S104_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-106-VEG-05-G-tomato-SN-10-soil-3_S104_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-soil-3	21960
VEG-05-G-tomato-SN-10-wick_S100_L001	110	3.32512228436	0.94723071613701	OSD-766	16S	Ground	SN10	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-102-VEG-05-G-tomato-SN-10-wick_S100_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-102-VEG-05-G-tomato-SN-10-wick_S100_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-wick	324
VEG-05-G-water-SN-003-red-rich_S106_L001	120	2.22282072933887	0.710711369837868	OSD-766	16S	Ground	SN003	water	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_16S-108-VEG-05-G-water-SN-003-red-rich_S106_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-108-VEG-05-G-water-SN-003-red-rich_S106_L001_R2_raw.fastq.gz	VEG-05-G-water-SN-003-red-rich	69
VEG-05-G-water-SN-006-blue-rich_S105_L001	128	2.95731459157442	0.894398503931095	OSD-766	16S	Ground	SN006	water	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-107-VEG-05-G-water-SN-006-blue-rich_S105_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-107-VEG-05-G-water-SN-006-blue-rich_S105_L001_R2_raw.fastq.gz	VEG-05-G-water-SN-006-blue-rich	347
VEG-05F-SN01-AdvRoot-tom-red-rich_S116_L001	85	2.68628915957	0.891712457154909	OSD-766	16S	Flight	SN01	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-118-VEG-05F-SN01-AdvRoot-tom-red-rich_S116_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-118-VEG-05F-SN01-AdvRoot-tom-red-rich_S116_L001_R2_raw.fastq.gz	VEG-05F-SN01-AdvRoot-tom-red-rich	99
VEG-05F-SN01-leaf-tom-red-rich_S107_L001	11	0.852808286649503	0.318740700133135	OSD-766	16S	Flight	SN01	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-109-VEG-05F-SN01-leaf-tom-red-rich_S107_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-109-VEG-05F-SN01-leaf-tom-red-rich_S107_L001_R2_raw.fastq.gz	VEG-05F-SN01-leaf-tom-red-rich	130
VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001	88	2.63095036712168	0.853102237306712	OSD-766	16S	Flight	SN010	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-125-VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-125-VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001_R2_raw.fastq.gz	VEG-05F-SN010-AdvRoot-tom-blue-rich	136
VEG-05F-SN010-leaf-tom-blue-rich_S114_L001	37	2.63595356420417	0.870861630783092	OSD-766	16S	Flight	SN010	leaf	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-116-VEG-05F-SN010-leaf-tom-blue-rich_S114_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-116-VEG-05F-SN010-leaf-tom-blue-rich_S114_L001_R2_raw.fastq.gz	VEG-05F-SN010-leaf-tom-blue-rich	141
VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001	104	2.6846763914488	0.880517293286931	OSD-766	16S	Flight	SN012	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-126-VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-126-VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001_R2_raw.fastq.gz	VEG-05F-SN012-AdvRoot-tom-blue-rich	23283
VEG-05F-SN012-leaf-tom-blue-rich_S115_L001	27	2.38703017294267	0.874357729217251	OSD-766	16S	Flight	SN012	leaf	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-117-VEG-05F-SN012-leaf-tom-blue-rich_S115_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-117-VEG-05F-SN012-leaf-tom-blue-rich_S115_L001_R2_raw.fastq.gz	VEG-05F-SN012-leaf-tom-blue-rich	13438
VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001	90	2.55358122715912	0.86022602496984	OSD-766	16S	Flight	SN03	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-119-VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-119-VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001_R2_raw.fastq.gz	VEG-05F-SN03-AdvRoot-tom-red-rich	22215
VEG-05F-SN03-leaf-tom-red-rich_S108_L001	19	1.52185720522032	0.663540196712962	OSD-766	16S	Flight	SN03	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-110-VEG-05F-SN03-leaf-tom-red-rich_S108_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-110-VEG-05F-SN03-leaf-tom-red-rich_S108_L001_R2_raw.fastq.gz	VEG-05F-SN03-leaf-tom-red-rich	38064
VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001	83	2.25971080019549	0.779201394892816	OSD-766	16S	Flight	SN04	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-120-VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-120-VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001_R2_raw.fastq.gz	VEG-05F-SN04-AdvRoot-tom-red-rich	31175
VEG-05F-SN04-leaf-tom-red-rich_S109_L001	14	1.09025126787903	0.424447086801427	OSD-766	16S	Flight	SN04	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-111-VEG-05F-SN04-leaf-tom-red-rich_S109_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-111-VEG-05F-SN04-leaf-tom-red-rich_S109_L001_R2_raw.fastq.gz	VEG-05F-SN04-leaf-tom-red-rich	31653
VEG-05F-SN05-AdvRoot-tom-red-rich_S119_L001	72	2.37994542735203	0.814358707949103	OSD-766	16S	Flight	SN05	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-121-VEG-05F-SN05-AdvRoot-tom-red-rich_S119_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-121-VEG-05F-SN05-AdvRoot-tom-red-rich_S119_L001_R2_raw.fastq.gz	VEG-05F-SN05-AdvRoot-tom-red-rich	23218
VEG-05F-SN05-leaf-tom-red-rich_S110_L001	31	1.49808811824356	0.627979215207402	OSD-766	16S	Flight	SN05	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-112-VEG-05F-SN05-leaf-tom-red-rich_S110_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-112-VEG-05F-SN05-leaf-tom-red-rich_S110_L001_R2_raw.fastq.gz	VEG-05F-SN05-leaf-tom-red-rich	16596
VEG-05F-SN06-AdvRoot-tom-red-rich_S120_L001	28	1.50645350748636	0.64927125064076	OSD-766	16S	Flight	SN06	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-122-VEG-05F-SN06-AdvRoot-tom-red-rich_S120_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-122-VEG-05F-SN06-AdvRoot-tom-red-rich_S120_L001_R2_raw.fastq.gz	VEG-05F-SN06-AdvRoot-tom-red-rich	20456
VEG-05F-SN06-leaf-tom-red-rich_S111_L001	14	1.11692815012143	0.406361474435196	OSD-766	16S	Flight	SN06	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_16S-113-VEG-05F-SN06-leaf-tom-red-rich_S111_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-113-VEG-05F-SN06-leaf-tom-red-rich_S111_L001_R2_raw.fastq.gz	VEG-05F-SN06-leaf-tom-red-rich	25314
VEG-05F-SN07-AdvRoot-tom-blue-rich_S121_L001	36	1.30200060608968	0.62650350805298	OSD-766	16S	Flight	SN07	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-123-VEG-05F-SN07-AdvRoot-tom-blue-rich_S121_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-123-VEG-05F-SN07-AdvRoot-tom-blue-rich_S121_L001_R2_raw.fastq.gz	VEG-05F-SN07-AdvRoot-tom-blue-rich	31657
VEG-05F-SN07-leaf-tom-blue-rich_S112_L001	21	1.91382652319824	0.775157644259369	OSD-766	16S	Flight	SN07	leaf	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-114-VEG-05F-SN07-leaf-tom-blue-rich_S112_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-114-VEG-05F-SN07-leaf-tom-blue-rich_S112_L001_R2_raw.fastq.gz	VEG-05F-SN07-leaf-tom-blue-rich	21615
VEG-05F-SN08-AdvRoot-tom-blue-rich_S122_L001	38	1.89934449247084	0.775347272073686	OSD-766	16S	Flight	SN08	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-124-VEG-05F-SN08-AdvRoot-tom-blue-rich_S122_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-124-VEG-05F-SN08-AdvRoot-tom-blue-rich_S122_L001_R2_raw.fastq.gz	VEG-05F-SN08-AdvRoot-tom-blue-rich	17239
VEG-05F-SN08-leaf-tom-blue-rich_S113_L001	18	1.77996145074771	0.715590450248358	OSD-766	16S	Flight	SN08	leaf	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_16S-115-VEG-05F-SN08-leaf-tom-blue-rich_S113_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-115-VEG-05F-SN08-leaf-tom-blue-rich_S113_L001_R2_raw.fastq.gz	VEG-05F-SN08-leaf-tom-blue-rich	105
