sample_id	Observed	Shannon	Simpson	study	amplicon	flight	plant	compartment	light	treatment	soil_replicate	harvest	fruit_number	swab_location	fastq_r1	fastq_r2	description	read_depth
VEG-05-G-tomato-Blue-Swab-7_S45_L001	4	1.2130075659799	0.65625	OSD-766	ITS	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-7	3848
VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001	21	0.434421237173096	0.135850353625487	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	1		GLDS-672_Amplicon_ITS-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-1	3039
VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001	19	0.374815535948974	0.112870765492196	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	10		GLDS-672_Amplicon_ITS-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-10	5
VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001	21	0.4203770754585	0.128194358948052	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	2		GLDS-672_Amplicon_ITS-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-2	3
VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001	19	0.462784103805242	0.142605242079032	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	3		GLDS-672_Amplicon_ITS-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-3	1587
VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001	22	0.38308711124764	0.115301152667532	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	4		GLDS-672_Amplicon_ITS-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-4	1268
VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001	20	0.368804259425936	0.10982706640443	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	5		GLDS-672_Amplicon_ITS-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-5	807
VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001	24	0.459651369661061	0.138408104312299	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	7		GLDS-672_Amplicon_ITS-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-7	3260
VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001	16	0.395262552212673	0.123196498896804	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	8		GLDS-672_Amplicon_ITS-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-8	80
VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001	19	0.419146371561842	0.130166861296373	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	1	9		GLDS-672_Amplicon_ITS-64-VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-64-VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-9	155
VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001	21	0.4474739782894	0.140008133762018	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	1		GLDS-672_Amplicon_ITS-66-VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-66-VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-1	558
VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001	22	0.456423828415972	0.13941115964282	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	10		GLDS-672_Amplicon_ITS-74-VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-74-VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-10	9
VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001	23	0.466422044899718	0.140736688442663	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	11		GLDS-672_Amplicon_ITS-75-VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-75-VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-11	8
VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001	22	0.370373016785769	0.108048211646994	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	12		GLDS-672_Amplicon_ITS-76-VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-76-VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-12	10
VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001	24	0.400418961618116	0.118025102545743	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	2		GLDS-672_Amplicon_ITS-67-VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-67-VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-2	8
VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001	22	0.481972402612879	0.144217417179131	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	3		GLDS-672_Amplicon_ITS-68-VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-68-VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-3	1
VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001	23	0.377606462582823	0.113051389111057	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	4		GLDS-672_Amplicon_ITS-69-VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-69-VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-4	1308
VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001	20	0.446869402625922	0.138746548309214	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	5		GLDS-672_Amplicon_ITS-70-VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-70-VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-5	1217
VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001	19	0.38522665915281	0.116594400311348	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	6		GLDS-672_Amplicon_ITS-71-VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-71-VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-6	13
VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001	19	0.400729100377578	0.121974515235457	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	7		GLDS-672_Amplicon_ITS-72-VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-72-VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-7	1230
VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001	19	0.458088229954188	0.144018447523083	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	2	9		GLDS-672_Amplicon_ITS-73-VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-73-VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-9	1368
VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001	21	0.405952447409114	0.121488127387061	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	1		GLDS-672_Amplicon_ITS-77-VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-77-VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-1	848
VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001	16	0.343760926150035	0.105995595579037	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	10		GLDS-672_Amplicon_ITS-84-VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-84-VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-10	1023
VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001	22	0.452699710378826	0.133902947845805	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	11		GLDS-672_Amplicon_ITS-85-VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-85-VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-11	1112
VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001	19	0.357611418711179	0.107341267139609	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	12		GLDS-672_Amplicon_ITS-86-VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-86-VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-12	1416
VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001	18	0.356184321631718	0.105865185950413	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	2		GLDS-672_Amplicon_ITS-78-VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-78-VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-2	877
VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001	22	0.408389928491641	0.122488510344174	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	3		GLDS-672_Amplicon_ITS-79-VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-79-VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-3	1198
VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001	22	0.507831256758723	0.155182699784817	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	4		GLDS-672_Amplicon_ITS-80-VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-80-VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-4	1441
VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001	20	0.402868172663002	0.122535592502258	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	5		GLDS-672_Amplicon_ITS-81-VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-81-VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-5	1083
VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001	23	0.456047356761614	0.142128660671699	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	7		GLDS-672_Amplicon_ITS-82-VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-82-VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-7	1786
VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001	21	0.403678077012761	0.121776893008465	OSD-766	ITS	Ground	NA	fruit	NA	Ground	NA	3	8		GLDS-672_Amplicon_ITS-83-VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-83-VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-8	1278
VEG-05-G-tomato-Red-Swab-1_S47_L001	1	0	0	OSD-766	ITS	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-49-VEG-05-G-tomato-Red-Swab-1_S47_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-49-VEG-05-G-tomato-Red-Swab-1_S47_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-1	1421
VEG-05-G-tomato-Red-Swab-2_S48_L001	6	0.200744909364322	0.0749367526191876	OSD-766	ITS	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-50-VEG-05-G-tomato-Red-Swab-2_S48_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-50-VEG-05-G-tomato-Red-Swab-2_S48_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-2	2473
VEG-05-G-tomato-Red-Swab-3_S49_L001	2	0.429323021930616	0.260355029585799	OSD-766	ITS	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_ITS-51-VEG-05-G-tomato-Red-Swab-3_S49_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-51-VEG-05-G-tomato-Red-Swab-3_S49_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-3	1315
VEG-05-G-tomato-SN-01-root_S86_L001	27	1.0278825157061	0.433529278293804	OSD-766	ITS	Ground	SN01	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-88-VEG-05-G-tomato-SN-01-root_S86_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-88-VEG-05-G-tomato-SN-01-root_S86_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-root	1045
VEG-05-G-tomato-SN-01-soil-1_S87_L001	25	1.38581558838124	0.653079899042842	OSD-766	ITS	Ground	SN01	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_ITS-89-VEG-05-G-tomato-SN-01-soil-1_S87_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-89-VEG-05-G-tomato-SN-01-soil-1_S87_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-1	950
VEG-05-G-tomato-SN-01-soil-2_S88_L001	18	0.604847646246617	0.232265115425358	OSD-766	ITS	Ground	SN01	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_ITS-90-VEG-05-G-tomato-SN-01-soil-2_S88_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-90-VEG-05-G-tomato-SN-01-soil-2_S88_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-2	1171
VEG-05-G-tomato-SN-01-soil-3_S89_L001	24	1.28378029396607	0.59179743463507	OSD-766	ITS	Ground	SN01	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_ITS-91-VEG-05-G-tomato-SN-01-soil-3_S89_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-91-VEG-05-G-tomato-SN-01-soil-3_S89_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-3	1295
VEG-05-G-tomato-SN-01-wick_S85_L001	17	0.786730887812324	0.406960757656412	OSD-766	ITS	Ground	SN01	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-87-VEG-05-G-tomato-SN-01-wick_S85_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-87-VEG-05-G-tomato-SN-01-wick_S85_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-wick	1174
VEG-05-G-tomato-SN-03-root_S91_L001	27	1.09565802975335	0.443476193533372	OSD-766	ITS	Ground	SN03	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-93-VEG-05-G-tomato-SN-03-root_S91_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-93-VEG-05-G-tomato-SN-03-root_S91_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-root	1185
VEG-05-G-tomato-SN-03-soil-1_S92_L001	15	0.969912516672514	0.398211272708452	OSD-766	ITS	Ground	SN03	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_ITS-94-VEG-05-G-tomato-SN-03-soil-1_S92_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-94-VEG-05-G-tomato-SN-03-soil-1_S92_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-1	1288
VEG-05-G-tomato-SN-03-soil-2_S93_L001	8	0.982970901754487	0.424102783203125	OSD-766	ITS	Ground	SN03	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_ITS-95-VEG-05-G-tomato-SN-03-soil-2_S93_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-95-VEG-05-G-tomato-SN-03-soil-2_S93_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-2	880
VEG-05-G-tomato-SN-03-soil-3_S94_L001	9	0.780061996818597	0.316788443772571	OSD-766	ITS	Ground	SN03	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_ITS-96-VEG-05-G-tomato-SN-03-soil-3_S94_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-96-VEG-05-G-tomato-SN-03-soil-3_S94_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-3	1198
VEG-05-G-tomato-SN-03-wick_S90_L001	23	0.473277462414743	0.142013739540655	OSD-766	ITS	Ground	SN03	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-92-VEG-05-G-tomato-SN-03-wick_S90_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-92-VEG-05-G-tomato-SN-03-wick_S90_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-wick	986
VEG-05-G-tomato-SN-07-root_S96_L001	25	0.75947273752198	0.289732294714892	OSD-766	ITS	Ground	SN07	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-98-VEG-05-G-tomato-SN-07-root_S96_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-98-VEG-05-G-tomato-SN-07-root_S96_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-root	1166
VEG-05-G-tomato-SN-07-wick_S95_L001	11	0.258040974524068	0.0978127460014445	OSD-766	ITS	Ground	SN07	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-97-VEG-05-G-tomato-SN-07-wick_S95_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-97-VEG-05-G-tomato-SN-07-wick_S95_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-wick	1483
VEG-05-G-tomato-SN-10-root_S101_L001	30	0.696360249544295	0.225968777885187	OSD-766	ITS	Ground	SN10	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-103-VEG-05-G-tomato-SN-10-root_S101_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-103-VEG-05-G-tomato-SN-10-root_S101_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-root	1126
VEG-05-G-tomato-SN-10-soil-3_S104_L001	27	0.922158329511852	0.406611993903595	OSD-766	ITS	Ground	SN10	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_ITS-106-VEG-05-G-tomato-SN-10-soil-3_S104_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-106-VEG-05-G-tomato-SN-10-soil-3_S104_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-soil-3	933
VEG-05-G-tomato-SN-10-wick_S100_L001	10	0.725928778938601	0.295065340126283	OSD-766	ITS	Ground	SN10	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_ITS-102-VEG-05-G-tomato-SN-10-wick_S100_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-102-VEG-05-G-tomato-SN-10-wick_S100_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-wick	1050
VEG-05-G-water-SN-003-red-rich_S106_L001	3	0.151289033594437	0.056710775047259	OSD-766	ITS	Ground	SN003	water	Red	Ground_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-108-VEG-05-G-water-SN-003-red-rich_S106_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-108-VEG-05-G-water-SN-003-red-rich_S106_L001_R2_raw.fastq.gz	VEG-05-G-water-SN-003-red-rich	1084
VEG-05-G-water-SN-006-blue-rich_S105_L001	9	0.296012680132422	0.107011478302761	OSD-766	ITS	Ground	SN006	water	Blue	Ground_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-107-VEG-05-G-water-SN-006-blue-rich_S105_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-107-VEG-05-G-water-SN-006-blue-rich_S105_L001_R2_raw.fastq.gz	VEG-05-G-water-SN-006-blue-rich	1022
VEG-05F-SN01-leaf-tom-red-rich_S107_L001	17	0.443773935569062	0.142445443754565	OSD-766	ITS	Flight	SN01	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-109-VEG-05F-SN01-leaf-tom-red-rich_S107_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-109-VEG-05F-SN01-leaf-tom-red-rich_S107_L001_R2_raw.fastq.gz	VEG-05F-SN01-leaf-tom-red-rich	1289
VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001	13	1.00542534108821	0.500719464721356	OSD-766	ITS	Flight	SN010	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-125-VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-125-VEG-05F-SN010-AdvRoot-tom-blue-rich_S123_L001_R2_raw.fastq.gz	VEG-05F-SN010-AdvRoot-tom-blue-rich	1123
VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001	16	1.33029200676586	0.650363620528229	OSD-766	ITS	Flight	SN012	AdvRoot	Blue	Flight_Blue	NA	NA	NA		GLDS-672_Amplicon_ITS-126-VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-126-VEG-05F-SN012-AdvRoot-tom-blue-rich_S124_L001_R2_raw.fastq.gz	VEG-05F-SN012-AdvRoot-tom-blue-rich	1364
VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001	1	0	0	OSD-766	ITS	Flight	SN03	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-119-VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-119-VEG-05F-SN03-AdvRoot-tom-red-rich_S117_L001_R2_raw.fastq.gz	VEG-05F-SN03-AdvRoot-tom-red-rich	3652
VEG-05F-SN03-leaf-tom-red-rich_S108_L001	13	0.361159278779575	0.124047340545332	OSD-766	ITS	Flight	SN03	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-110-VEG-05F-SN03-leaf-tom-red-rich_S108_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-110-VEG-05F-SN03-leaf-tom-red-rich_S108_L001_R2_raw.fastq.gz	VEG-05F-SN03-leaf-tom-red-rich	2366
VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001	1	0	0	OSD-766	ITS	Flight	SN04	AdvRoot	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-120-VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-120-VEG-05F-SN04-AdvRoot-tom-red-rich_S118_L001_R2_raw.fastq.gz	VEG-05F-SN04-AdvRoot-tom-red-rich	1109
VEG-05F-SN04-leaf-tom-red-rich_S109_L001	21	0.46064918934664	0.140977818017202	OSD-766	ITS	Flight	SN04	leaf	Red	Flight_Red	NA	NA	NA		GLDS-672_Amplicon_ITS-111-VEG-05F-SN04-leaf-tom-red-rich_S109_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_ITS-111-VEG-05F-SN04-leaf-tom-red-rich_S109_L001_R2_raw.fastq.gz	VEG-05F-SN04-leaf-tom-red-rich	1412
