tissue	amplicon	module	asv_id	rho	p_value	n	padj	Genus
Adv-Root	16S	brown	ASV135	-0.394694787223094	0.204183151132818	12	0.778221470673131	Sphingomonas
Adv-Root	16S	brown	ASV140	0.0917894854007196	0.776630219061886	12	0.978009438456224	Sphingomonas
Adv-Root	16S	brown	ASV141	0.226141911603405	0.479721866599304	12	0.917902631033156	Cohnella
Adv-Root	16S	brown	ASV145	-0.259827612394376	0.414750944005351	12	0.905382458448046	Cellulosimicrobium
Adv-Root	16S	brown	ASV147	0.354571421089128	0.258106782203085	12	0.822445939230288	Novosphingobium
Adv-Root	16S	brown	ASV149	-0.0857779664702572	0.790963055170263	12	0.978009438456224	Sphingomonadaceae
Adv-Root	16S	brown	ASV150	0.483475811014177	0.111294307163287	12	0.705598561256348	Massilia
Adv-Root	16S	brown	ASV154	0.311798927039176	0.323838252404698	12	0.872785850127849	Cellulomonadaceae
Adv-Root	16S	brown	ASV155	0.110147382480863	0.733271493963402	12	0.974402738791461	Micropepsaceae
Adv-Root	16S	brown	ASV161	-0.0826105368606476	0.798539195641364	12	0.978009438456224	Novosphingobium
Adv-Root	16S	brown	ASV162	0.0367157941602878	0.909806932914129	12	0.99085876357649	Xanthobacteraceae
Adv-Root	16S	brown	ASV165	0.569094809484461	0.0534611191493467	12	0.576959606100534	Puia
Adv-Root	16S	brown	ASV166	0.00350263234169173	0.991380381721317	12	0.999706936108478	Cnuibacter
Adv-Root	16S	brown	ASV167	-0.436682697551873	0.155793660052075	12	0.749067476282536	Paenibacillus
Adv-Root	16S	brown	ASV170	-0.611587546480162	0.0345833472824412	12	0.54501639274719	Enterobacteriaceae
Adv-Root	16S	brown	ASV171	0.596631655104677	0.0405712358994523	12	0.54501639274719	Paenibacillus
Adv-Root	16S	brown	ASV173	-0.0183578970801439	0.95484265706236	12	0.994578186240897	Paenibacillus
Adv-Root	16S	brown	ASV178	0.085422776677603	0.791811815631314	12	0.978009438456224	Paenibacillus
Adv-Root	16S	brown	ASV183	0.369808029744139	0.236741840942694	12	0.798149166883207	Novosphingobium
Adv-Root	16S	brown	ASV185	0.459147424642116	0.133217821330664	12	0.738981458391881	Paenibacillus
Adv-Root	16S	brown	ASV191	-0.0149293229932264	0.96327078542304	12	0.994578186240897	Paenibacillus
Adv-Root	16S	brown	ASV193	0.257948488991633	0.418254743788554	12	0.906558884866629	Bacillus
Adv-Root	16S	brown	ASV196	0.163757935988673	0.611068017317104	12	0.936093828760891	Streptomyces
Adv-Root	16S	brown	ASV202	0.538061789677068	0.0711446933690692	12	0.649923602068764	Phenylobacterium
Adv-Root	16S	brown	ASV203	0.195541596493657	0.542488693974982	12	0.925168424951902	Methylobacterium-Methylorubrum
Adv-Root	16S	brown	ASV221	-0.686223731762058	0.0137298218917846	12	0.459109946582458	Staphylococcus
Adv-Root	16S	brown	ASV223	-0.266189507662087	0.402997678092235	12	0.895709187098193	28-YEA-48
Adv-Root	16S	brown	ASV224	-0.0467879817110494	0.885193119482605	12	0.987406217716971	Paracoccus
Adv-Root	16S	brown	ASV226	-0.495094680483941	0.101724295860713	12	0.689141531429581	Devosia
Adv-Root	16S	brown	ASV231	-0.711438574476923	0.00946945274008092	12	0.433114731278463	Aeromicrobium
Adv-Root	16S	brown	ASV233	0.294854129116222	0.352181464563197	12	0.88284409626466	Novosphingobium
Adv-Root	16S	brown	ASV236	0.660884294885181	0.01929371389078	12	0.459109946582458	Phenylobacterium
Adv-Root	16S	brown	ASV252	-0.435068270287222	0.157504015104606	12	0.749067476282536	Curtobacterium
Adv-Root	16S	brown	ASV253	0.532379015324173	0.0747699719194153	12	0.649923602068764	Bradyrhizobium
Adv-Root	16S	brown	ASV254	-0.339621095982662	0.280122650404439	12	0.832996302518463	Paenibacillus
Adv-Root	16S	brown	ASV262	-0.146863176641151	0.648773088558712	12	0.942545410872055	Corynebacterium
Adv-Root	16S	brown	ASV263	-0.477305324083742	0.11661096970342	12	0.717628702053249	Paenibacillus
Adv-Root	16S	brown	ASV264	-0.832091899973009	0.000787113712747099	12	0.316228764189478	Rhodococcus
Adv-Root	16S	brown	ASV272	-0.339621095982662	0.280122650404439	12	0.832996302518463	Herbiconiux
Adv-Root	16S	brown	ASV274	0.354571421089128	0.258106782203085	12	0.822445939230288	Ramlibacter
Adv-Root	16S	brown	ASV286	-0.628229384479622	0.0286949753276366	12	0.51155181248942	Paenibacillus
Adv-Root	16S	brown	ASV295	-0.436687829303128	0.155788242324284	12	0.749067476282536	Paenibacillus
Adv-Root	16S	brown	ASV311	0.146863176641151	0.648773088558712	12	0.942545410872055	Streptomyces
Adv-Root	16S	brown	ASV320	-0.235136837143316	0.461933625549468	12	0.917902631033156	Microbacterium
Adv-Root	16S	brown	ASV321	-0.00917894854007196	0.977413718705309	12	0.994578186240897	Mesorhizobium
Adv-Root	16S	brown	ASV327	0.19578072162925	0.541985292531403	12	0.925168424951902	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	brown	ASV338	0.624168500724893	0.0300595245751696	12	0.51155181248942	Massilia
Adv-Root	16S	brown	ASV346	-0.0183578970801439	0.95484265706236	12	0.994578186240897	Hephaestia
Adv-Root	16S	brown	ASV349	0.211115816421655	0.510119378093167	12	0.917902631033156	Rhizobiaceae
Adv-Root	16S	brown	ASV351	0.128974244495816	0.689537493040124	12	0.959273443776035	Hephaestia
Adv-Root	16S	brown	ASV356	0.715957986125613	0.00882491661043278	12	0.413479629479058	Methylobacterium-Methylorubrum
Adv-Root	16S	brown	ASV376	0.0701819725665741	0.828415804422656	12	0.986600595347751	Paenibacillus
Adv-Root	16S	brown	ASV390	0.0734315883205757	0.82058239774873	12	0.984596368566715	Acinetobacter
Adv-Root	16S	brown	ASV391	-0.312084250362447	0.323372025765544	12	0.872785850127849	Bosea
Adv-Root	16S	brown	ASV399	0	1	12	1	Methylobacterium-Methylorubrum
Adv-Root	16S	brown	ASV405	-0.725136934665685	0.00761729368758371	12	0.413479629479058	Sphingomonadaceae
Adv-Root	16S	brown	ASV412	0.449329625985425	0.142804730941502	12	0.738981458391881	Methylobacterium-Methylorubrum
Adv-Root	16S	brown	ASV418	-0.104011487496626	0.747690648875544	12	0.978009438456224	NA
Adv-Root	16S	brown	ASV431	-0.208022974993252	0.516479059165466	12	0.917902631033156	Cohnella
Adv-Root	16S	brown	ASV449	0.449768478463526	0.142366981784969	12	0.738981458391881	Paenibacillus
Adv-Root	16S	brown	ASV461	-0.339621095982662	0.280122650404439	12	0.832996302518463	Azospirillum
Adv-Root	16S	brown	ASV500	-0.14816194208499	0.645846155158919	12	0.942545410872055	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	lightcyan	ASV003	-0.146853146853147	0.651073351116621	12	0.942545410872055	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	lightcyan	ASV004	0.0915515659765198	0.777196289457806	12	0.978009438456224	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	lightcyan	ASV005	-0.253789824334213	0.426060729188269	12	0.915513604081617	Vibrionimonas
Adv-Root	16S	lightcyan	ASV006	-0.11972127858468	0.710931859519094	12	0.965722297163523	Ralstonia
Adv-Root	16S	lightcyan	ASV007	0.0996599061238702	0.757962190071627	12	0.978009438456224	Amycolatopsis
Adv-Root	16S	lightcyan	ASV008	-0.041958041958042	0.903738836202369	12	0.99085876357649	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV009	-0.119326331020935	0.711849439241826	12	0.965722297163523	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Adv-Root	16S	lightcyan	ASV010	-0.22535770086528	0.481287412946627	12	0.917902631033156	Mesorhizobium
Adv-Root	16S	lightcyan	ASV011	0.195760529886174	0.542027792209898	12	0.925168424951902	Hyphomicrobium
Adv-Root	16S	lightcyan	ASV012	-0.287215852018722	0.3653744519387	12	0.886721283797078	Paenarthrobacter
Adv-Root	16S	lightcyan	ASV013	-0.0909090909090909	0.783196910294608	12	0.978009438456224	Azospirillum
Adv-Root	16S	lightcyan	ASV014	0.160167706270506	0.619012091466582	12	0.939377052428915	Bradyrhizobium
Adv-Root	16S	lightcyan	ASV015	0.245467110492038	0.441894638593307	12	0.917902631033156	Candidatus Obscuribacter
Adv-Root	16S	lightcyan	ASV018	0.234676366893346	0.462836643549213	12	0.917902631033156	Edaphobacter
Adv-Root	16S	lightcyan	ASV019	0.290718484360414	0.359292817671478	12	0.885470769143862	Bradyrhizobium
Adv-Root	16S	lightcyan	ASV020	-0.153846153846154	0.635139955377586	12	0.942545410872055	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV021	-0.316909266841799	0.315543603616405	12	0.86842301224515	Rhizobiaceae
Adv-Root	16S	lightcyan	ASV022	-0.309866838689759	0.327005010215011	12	0.874600111196244	Dyadobacter
Adv-Root	16S	lightcyan	ASV024	0.0665500144921429	0.837187854464164	12	0.987321856125595	Pantoea
Adv-Root	16S	lightcyan	ASV029	0.563581942994298	0.0563493789302974	12	0.60137309402834	Acidibacter
Adv-Root	16S	lightcyan	ASV031	-0.0783042119544695	0.808864973954292	12	0.982152379747206	Afipia
Adv-Root	16S	lightcyan	ASV032	-0.067181953469519	0.835660319256606	12	0.987321856125595	Hydrotalea
Adv-Root	16S	lightcyan	ASV034	0.323894694902578	0.304397470484805	12	0.854894065498993	Aminobacter
Adv-Root	16S	lightcyan	ASV035	0.367157941602878	0.240379807207123	12	0.798149166883207	Aquabacterium
Adv-Root	16S	lightcyan	ASV037	-0.11267885043264	0.727345327944012	12	0.974358699428485	Leifsonia
Adv-Root	16S	lightcyan	ASV038	-0.449329625985425	0.142804730941502	12	0.738981458391881	Phenylobacterium
Adv-Root	16S	lightcyan	ASV041	0.339621095982662	0.280122650404438	12	0.832996302518463	NA
Adv-Root	16S	lightcyan	ASV046	0.355305754067898	0.257052210041416	12	0.822445939230288	Hephaestia
Adv-Root	16S	lightcyan	ASV047	-0.227794071140275	0.476431266356311	12	0.917902631033156	Xanthobacteraceae
Adv-Root	16S	lightcyan	ASV049	-0.130520481086167	0.685982138201444	12	0.959273443776035	Leifsonia
Adv-Root	16S	lightcyan	ASV051	0.165221073721295	0.607841488988687	12	0.936093828760891	Sphingomonas
Adv-Root	16S	lightcyan	ASV054	0.0839160839160839	0.800197517952335	12	0.978009438456224	Pseudomonas
Adv-Root	16S	lightcyan	ASV057	-0.408460832818319	0.187417731783862	12	0.771912671213594	Sphingobium
Adv-Root	16S	lightcyan	ASV060	-0.0985939941285598	0.760483740071229	12	0.978009438456224	Paenibacillus
Adv-Root	16S	lightcyan	ASV065	0.0457650544985155	0.887688983861119	12	0.987406217716971	Sphingomonas
Adv-Root	16S	lightcyan	ASV070	-0.0725113783812037	0.822799126116765	12	0.986024405034501	Novosphingobium
Adv-Root	16S	lightcyan	ASV077	-0.339642098095901	0.280090994826263	12	0.832996302518463	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV078	0.0857779664702572	0.790963055170262	12	0.978009438456224	Shinella
Adv-Root	16S	lightcyan	ASV080	-0.101515929733685	0.753576706985726	12	0.978009438456224	Sphingomonas
Adv-Root	16S	lightcyan	ASV085	-0.0233939908555247	0.942470839902345	12	0.994578186240897	Brevibacillus
Adv-Root	16S	lightcyan	ASV086	0.232985731992443	0.466159190301795	12	0.917902631033156	Pseudarthrobacter
Adv-Root	16S	lightcyan	ASV087	0.377059167582259	0.226955832616969	12	0.798149166883207	Nevskia
Adv-Root	16S	lightcyan	ASV089	0.0145022756762407	0.964320812070201	12	0.994578186240897	Azospirillum
Adv-Root	16S	lightcyan	ASV091	-0.19578072162925	0.541985292531403	12	0.925168424951902	Curtobacterium
Adv-Root	16S	lightcyan	ASV099	0.312084250362447	0.323372025765544	12	0.872785850127849	Mesorhizobium
Adv-Root	16S	lightcyan	ASV105	-0.21831527271324	0.495450359532312	12	0.917902631033156	Sphingomonas
Adv-Root	16S	lightcyan	ASV113	0.0818634943160363	0.800328390032892	12	0.978009438456224	Pseudolabrys
Adv-Root	16S	lightcyan	ASV117	0.054585978662891	0.866199571091195	12	0.987321856125595	Hyphomicrobium
Adv-Root	16S	lightcyan	ASV123	0.0550736912404317	0.865013709117167	12	0.987321856125595	Curvibacter
Adv-Root	16S	lightcyan	ASV124	-0.0447879689796793	0.890073873129705	12	0.988913771129071	Streptomyces
Adv-Root	16S	lightcyan	ASV130	0.0826105368606476	0.798539195641364	12	0.978009438456224	Alsobacter
Adv-Root	16S	lightcyan	ASV135	-0.0917894854007196	0.776630219061886	12	0.978009438456224	Sphingomonas
Adv-Root	16S	lightcyan	ASV140	0.403873735763166	0.19290610490261	12	0.771912671213594	Sphingomonas
Adv-Root	16S	lightcyan	ASV141	-0.140363945133148	0.663487857577955	12	0.947882862081285	Cohnella
Adv-Root	16S	lightcyan	ASV145	-0.291861153648477	0.35732043743737	12	0.885427901393805	Cellulosimicrobium
Adv-Root	16S	lightcyan	ASV147	-0.0895759379593586	0.781900627203415	12	0.978009438456224	Novosphingobium
Adv-Root	16S	lightcyan	ASV149	-0.0311919878073663	0.923337959514075	12	0.994578186240897	Sphingomonadaceae
Adv-Root	16S	lightcyan	ASV150	-0.10137396037394	0.753911923301406	12	0.978009438456224	Massilia
Adv-Root	16S	lightcyan	ASV154	-0.0652602405430834	0.840307118280272	12	0.987321856125595	Cellulomonadaceae
Adv-Root	16S	lightcyan	ASV155	-0.229473713501799	0.473096623771817	12	0.917902631033156	Micropepsaceae
Adv-Root	16S	lightcyan	ASV161	-0.119326331020935	0.711849439241826	12	0.965722297163523	Novosphingobium
Adv-Root	16S	lightcyan	ASV162	-0.220294764961727	0.491450645241388	12	0.917902631033156	Xanthobacteraceae
Adv-Root	16S	lightcyan	ASV165	0.725136934665685	0.0076172936875837	12	0.413479629479058	Puia
Adv-Root	16S	lightcyan	ASV166	-0.220665837526579	0.490702491434044	12	0.917902631033156	Cnuibacter
Adv-Root	16S	lightcyan	ASV167	-0.283657136871302	0.37160833581361	12	0.886721283797078	Paenibacillus
Adv-Root	16S	lightcyan	ASV170	-0.370280895487989	0.236096161924941	12	0.798149166883207	Enterobacteriaceae
Adv-Root	16S	lightcyan	ASV171	0.0917894854007196	0.776630219061886	12	0.978009438456224	Paenibacillus
Adv-Root	16S	lightcyan	ASV173	-0.569094809484461	0.0534611191493467	12	0.576959606100534	Paenibacillus
Adv-Root	16S	lightcyan	ASV178	-0.359487518518246	0.251094781373997	12	0.817585483894894	Paenibacillus
Adv-Root	16S	lightcyan	ASV183	-0.0290045513524815	0.928701615401711	12	0.994578186240897	Novosphingobium
Adv-Root	16S	lightcyan	ASV185	-0.142371294462672	0.658931117478826	12	0.947882862081285	Paenibacillus
Adv-Root	16S	lightcyan	ASV191	-0.0559849612245991	0.862798663589561	12	0.987321856125595	Paenibacillus
Adv-Root	16S	lightcyan	ASV193	-0.0790487304974359	0.807077706704358	12	0.981884911069709	Bacillus
Adv-Root	16S	lightcyan	ASV196	-0.0311919878073663	0.923337959514075	12	0.994578186240897	Streptomyces
Adv-Root	16S	lightcyan	ASV202	-0.00779799695184157	0.980811172715623	12	0.994578186240897	Phenylobacterium
Adv-Root	16S	lightcyan	ASV203	0.299553083990283	0.344193225067747	12	0.88284409626466	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV221	-0.0701819725665741	0.828415804422656	12	0.986600595347751	Staphylococcus
Adv-Root	16S	lightcyan	ASV223	0.165221073721295	0.607841488988687	12	0.936093828760891	28-YEA-48
Adv-Root	16S	lightcyan	ASV224	-0.452283823206811	0.139874647463541	12	0.738981458391881	Paracoccus
Adv-Root	16S	lightcyan	ASV226	-0.0166418379994602	0.959060596211585	12	0.994578186240897	Devosia
Adv-Root	16S	lightcyan	ASV231	-0.253788029491768	0.426064113508051	12	0.915513604081617	Aeromicrobium
Adv-Root	16S	lightcyan	ASV233	0.0298586459864529	0.92660701566943	12	0.994578186240897	Novosphingobium
Adv-Root	16S	lightcyan	ASV236	0.156042125181223	0.628187112922567	12	0.939377052428915	Phenylobacterium
Adv-Root	16S	lightcyan	ASV252	-0.427817132449102	0.165332956764079	12	0.749067476282536	Curtobacterium
Adv-Root	16S	lightcyan	ASV253	0.734315883205756	0.00653792500360007	12	0.413479629479058	Bradyrhizobium
Adv-Root	16S	lightcyan	ASV254	0.0275368456202159	0.932302011645659	12	0.994578186240897	Paenibacillus
Adv-Root	16S	lightcyan	ASV262	0.0550736912404317	0.865013709117167	12	0.987321856125595	Corynebacterium
Adv-Root	16S	lightcyan	ASV263	-0.431410581383382	0.161423073925969	12	0.749067476282536	Paenibacillus
Adv-Root	16S	lightcyan	ASV264	-0.316194921989744	0.316695948126875	12	0.869104166216753	Rhodococcus
Adv-Root	16S	lightcyan	ASV272	0.0275368456202159	0.932302011645659	12	0.994578186240897	Herbiconiux
Adv-Root	16S	lightcyan	ASV274	-0.0895759379593586	0.781900627203415	12	0.978009438456224	Ramlibacter
Adv-Root	16S	lightcyan	ASV286	-0.220504353492847	0.491028011111274	12	0.917902631033156	Paenibacillus
Adv-Root	16S	lightcyan	ASV295	-0.0623839756147325	0.847270783218142	12	0.987321856125595	Paenibacillus
Adv-Root	16S	lightcyan	ASV311	-0.211115816421655	0.510119378093167	12	0.917902631033156	Streptomyces
Adv-Root	16S	lightcyan	ASV320	-0.593440588980751	0.0419382999064237	12	0.551804617261918	Microbacterium
Adv-Root	16S	lightcyan	ASV321	-0.7526737802859	0.00472787750582089	12	0.413479629479058	Mesorhizobium
Adv-Root	16S	lightcyan	ASV327	-0.123269343248046	0.702704573210152	12	0.965722297163523	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	lightcyan	ASV338	0.174400022261367	0.587748054547804	12	0.932856137345187	Massilia
Adv-Root	16S	lightcyan	ASV346	0.348800044522734	0.266482545365154	12	0.826999950963587	Hephaestia
Adv-Root	16S	lightcyan	ASV349	-0.146863176641151	0.648773088558712	12	0.942545410872055	Rhizobiaceae
Adv-Root	16S	lightcyan	ASV351	0.145616082495277	0.651587873835549	12	0.942545410872055	Hephaestia
Adv-Root	16S	lightcyan	ASV356	0.339621095982662	0.280122650404438	12	0.832996302518463	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV376	0.0623839756147325	0.847270783218142	12	0.987321856125595	Paenibacillus
Adv-Root	16S	lightcyan	ASV390	0.110147382480863	0.733271493963402	12	0.974402738791461	Acinetobacter
Adv-Root	16S	lightcyan	ASV391	-0.0550736912404317	0.865013709117167	12	0.987321856125595	Bosea
Adv-Root	16S	lightcyan	ASV399	0.247831610581943	0.437367692619138	12	0.917902631033156	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV405	-0.348800044522734	0.266482545365153	12	0.826999950963587	Sphingomonadaceae
Adv-Root	16S	lightcyan	ASV412	0.149776541995142	0.642213871036288	12	0.942545410872055	Methylobacterium-Methylorubrum
Adv-Root	16S	lightcyan	ASV418	-0.532538815982726	0.0746663352051277	12	0.649923602068764	NA
Adv-Root	16S	lightcyan	ASV431	-0.278750786490958	0.380293001398059	12	0.886721283797078	Cohnella
Adv-Root	16S	lightcyan	ASV449	-0.431410581383382	0.161423073925969	12	0.749067476282536	Paenibacillus
Adv-Root	16S	lightcyan	ASV461	-0.477305324083742	0.11661096970342	12	0.717628702053249	Azospirillum
Adv-Root	16S	lightcyan	ASV500	-0.327515871977346	0.29870715021716	12	0.851359696687188	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	pink	ASV003	0.426573426573427	0.168899525405203	12	0.761633775360081	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	pink	ASV004	0.492969970642799	0.103431683313594	12	0.689141531429581	Burkholderia-Caballeronia-Paraburkholderia
Adv-Root	16S	pink	ASV005	0.442319408125343	0.149915032309139	12	0.749067476282536	Vibrionimonas
Adv-Root	16S	pink	ASV006	0.0774667096724398	0.81087645719889	12	0.982152379747206	Ralstonia
Adv-Root	16S	pink	ASV007	0.284742588925343	0.369701080967621	12	0.886721283797078	Amycolatopsis
Adv-Root	16S	pink	ASV008	0.580419580419581	0.0520862417500275	12	0.576959606100534	Methylobacterium-Methylorubrum
Adv-Root	16S	pink	ASV009	-0.367157941602878	0.240379807207122	12	0.798149166883207	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Adv-Root	16S	pink	ASV010	0.13380613488876	0.678446686329941	12	0.955992662871531	Mesorhizobium
Adv-Root	16S	pink	ASV011	-0.167286270993639	0.603298209716268	12	0.936093828760891	Hyphomicrobium
Adv-Root	16S	pink	ASV012	0.413310616319624	0.181721477401602	12	0.771912671213594	Paenarthrobacter
Adv-Root	16S	pink	ASV013	0.34965034965035	0.26600430932519	12	0.826999950963587	Azospirillum
Adv-Root	16S	pink	ASV014	-0.0533892354235019	0.869110493861729	12	0.987321856125595	Bradyrhizobium
Adv-Root	16S	pink	ASV015	-0.0790487304974359	0.807077706704358	12	0.981884911069709	Candidatus Obscuribacter
Adv-Root	16S	pink	ASV018	-0.0805605438589098	0.80345110920634	12	0.980577878516759	Edaphobacter
Adv-Root	16S	pink	ASV019	0.280210587335338	0.377698156076668	12	0.886721283797078	Bradyrhizobium
Adv-Root	16S	pink	ASV020	0.202797202797203	0.528100236783455	12	0.917902631033156	Methylobacterium-Methylorubrum
Adv-Root	16S	pink	ASV021	0.373248692058119	0.23206767137486	12	0.798149166883207	Rhizobiaceae
Adv-Root	16S	pink	ASV022	0.0774667096724398	0.81087645719889	12	0.982152379747206	Dyadobacter
Adv-Root	16S	pink	ASV024	0.18213688176797	0.571015781266849	12	0.929450616591013	Pantoea
Adv-Root	16S	pink	ASV029	0.380697736327274	0.222138113177062	12	0.798149166883207	Acidibacter
Adv-Root	16S	pink	ASV031	0.412876753941748	0.182226617141096	12	0.771912671213594	Afipia
Adv-Root	16S	pink	ASV032	0.205278191156863	0.522151788119764	12	0.917902631033156	Hydrotalea
Adv-Root	16S	pink	ASV034	0.0747449295929027	0.817420730389409	12	0.984596368566715	Aminobacter
Adv-Root	16S	pink	ASV035	0.477305324083742	0.11661096970342	12	0.717628702053249	Aquabacterium
Adv-Root	16S	pink	ASV037	0.0422545689122399	0.89626129789611	12	0.99085876357649	Leifsonia
Adv-Root	16S	pink	ASV038	0.141455622995412	0.661008408217414	12	0.947882862081285	Phenylobacterium
Adv-Root	16S	pink	ASV041	0.670063243425253	0.0171167665670889	12	0.459109946582458	NA
Adv-Root	16S	pink	ASV046	-0.58009102704963	0.0480124920180501	12	0.576959606100534	Hephaestia
Adv-Root	16S	pink	ASV047	-0.0961006237623034	0.7663904501948	12	0.978009438456224	Xanthobacteraceae
Adv-Root	16S	pink	ASV049	0.282794375686695	0.373127948683239	12	0.886721283797078	Leifsonia
Adv-Root	16S	pink	ASV051	-0.596631655104677	0.0405712358994524	12	0.54501639274719	Sphingomonas
Adv-Root	16S	pink	ASV054	0.160839160839161	0.619356169033867	12	0.939377052428915	Pseudomonas
Adv-Root	16S	pink	ASV057	0.401418404666279	0.195884142069873	12	0.7726764618403	Sphingobium
Adv-Root	16S	pink	ASV060	0.345078979449959	0.271964979807583	12	0.832996302518463	Paenibacillus
Adv-Root	16S	pink	ASV065	0.503415599483671	0.0952192058666825	12	0.689141531429581	Sphingomonas
Adv-Root	16S	pink	ASV070	0.340803478391658	0.278343675712708	12	0.832996302518463	Novosphingobium
Adv-Root	16S	pink	ASV077	0.00746466149661322	0.981631299331817	12	0.994578186240897	Methylobacterium-Methylorubrum
Adv-Root	16S	pink	ASV078	0.116969954277624	0.717331255677725	12	0.967153690887027	Shinella
Adv-Root	16S	pink	ASV080	0.507579648668426	0.0920713572762758	12	0.689141531429581	Sphingomonas
Adv-Root	16S	pink	ASV085	0.202747920747881	0.527404884492863	12	0.917902631033156	Brevibacillus
Adv-Root	16S	pink	ASV086	0.0208022974993252	0.948836371962074	12	0.994578186240897	Pseudarthrobacter
Adv-Root	16S	pink	ASV087	0.253789824334213	0.426060729188269	12	0.915513604081617	Nevskia
Adv-Root	16S	pink	ASV089	-0.493077372992185	0.10334492085137	12	0.689141531429581	Azospirillum
Adv-Root	16S	pink	ASV091	0.551086475697148	0.063295463569553	12	0.628760193712343	Curtobacterium
Adv-Root	16S	pink	ASV099	-0.192757919341511	0.548363196568158	12	0.925213404488747	Mesorhizobium
Adv-Root	16S	pink	ASV105	0.26761226977752	0.400392400275396	12	0.895709187098193	Sphingomonas
Adv-Root	16S	pink	ASV113	-0.0391521059772347	0.903845769460444	12	0.99085876357649	Pseudolabrys
Adv-Root	16S	pink	ASV117	0.163757935988673	0.611068017317104	12	0.936093828760891	Hyphomicrobium
Adv-Root	16S	pink	ASV123	0.0917894854007196	0.776630219061886	12	0.978009438456224	Curvibacter
Adv-Root	16S	pink	ASV124	0.115702253197505	0.720285494195845	12	0.967285336520718	Streptomyces
Adv-Root	16S	pink	ASV130	0.229473713501799	0.473096623771817	12	0.917902631033156	Alsobacter
Adv-Root	16S	pink	ASV135	-0.201936867881583	0.529093490609066	12	0.917902631033156	Sphingomonas
Adv-Root	16S	pink	ASV140	-0.146863176641151	0.648773088558712	12	0.942545410872055	Sphingomonas
Adv-Root	16S	pink	ASV141	-0.00779799695184157	0.980811172715623	12	0.994578186240897	Cohnella
Adv-Root	16S	pink	ASV145	-0.0462706707003683	0.886455200511483	12	0.987406217716971	Cellulosimicrobium
Adv-Root	16S	pink	ASV147	0.339642098095901	0.280090994826263	12	0.832996302518463	Novosphingobium
Adv-Root	16S	pink	ASV149	0.0389899847592078	0.904242309028443	12	0.99085876357649	Sphingomonadaceae
Adv-Root	16S	pink	ASV150	0.460081820158652	0.132327803710737	12	0.738981458391881	Massilia
Adv-Root	16S	pink	ASV154	0.282794375686695	0.373127948683239	12	0.886721283797078	Cellulomonadaceae
Adv-Root	16S	pink	ASV155	0.211115816421655	0.510119378093167	12	0.917902631033156	Micropepsaceae
Adv-Root	16S	pink	ASV161	-0.367157941602878	0.240379807207122	12	0.798149166883207	Novosphingobium
Adv-Root	16S	pink	ASV162	0.174400022261367	0.587748054547804	12	0.932856137345187	Xanthobacteraceae
Adv-Root	16S	pink	ASV165	0.458947427003598	0.133408824185375	12	0.738981458391881	Puia
Adv-Root	16S	pink	ASV166	0	1	12	1	Cnuibacter
Adv-Root	16S	pink	ASV167	0.018661653741533	0.954096154845122	12	0.994578186240897	Paenibacillus
Adv-Root	16S	pink	ASV170	-0.386922733487449	0.214039623041759	12	0.791327590900036	Enterobacteriaceae
Adv-Root	16S	pink	ASV171	0.46812637554367	0.124825063202459	12	0.73106386101196	Paenibacillus
Adv-Root	16S	pink	ASV173	-0.174400022261367	0.587748054547804	12	0.932856137345187	Paenibacillus
Adv-Root	16S	pink	ASV178	-0.0284742588925344	0.930002325688059	12	0.994578186240897	Paenibacillus
Adv-Root	16S	pink	ASV183	0.304547789201056	0.33580990099826	12	0.881250759149353	Novosphingobium
Adv-Root	16S	pink	ASV185	0.26694617711751	0.401611048834639	12	0.895709187098193	Paenibacillus
Adv-Root	16S	pink	ASV191	0.205278191156863	0.522151788119764	12	0.917902631033156	Paenibacillus
Adv-Root	16S	pink	ASV193	0.42020640948637	0.173809884273204	12	0.765097842750772	Bacillus
Adv-Root	16S	pink	ASV196	0.124767951229465	0.699238307618635	12	0.964929774605626	Streptomyces
Adv-Root	16S	pink	ASV202	0.413293838447603	0.181740995405162	12	0.771912671213594	Phenylobacterium
Adv-Root	16S	pink	ASV203	0.195541596493657	0.542488693974982	12	0.925168424951902	Methylobacterium-Methylorubrum
Adv-Root	16S	pink	ASV221	-0.623839756147325	0.030171995450735	12	0.51155181248942	Staphylococcus
Adv-Root	16S	pink	ASV223	-0.596631655104677	0.0405712358994524	12	0.54501639274719	28-YEA-48
