ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	tissue	module	n_genes_in_module
GO:0005515	protein binding	175/682	405/3282	0.432098765432099	2.07939611165418	11.8808375708892	2.96369279115758e-28	5.21609931243734e-26	4.99148259563381e-26	Solyc07g008210/Solyc04g074020/Solyc12g009730/Solyc07g007400/Solyc05g052570/Solyc03g113850/Solyc01g107670/Solyc03g083100/Solyc01g060050/Solyc06g068230/Solyc06g066380/Solyc07g041510/Solyc08g076730/Solyc05g013160/Solyc02g072470/Solyc01g102850/Solyc08g066010/Solyc01g102710/Solyc01g095690/Solyc03g093250/Solyc11g005190/Solyc10g081880/Solyc12g021310/Solyc03g098420/Solyc09g090810/Solyc06g066770/Solyc06g076040/Solyc02g032490/Solyc07g008090/Solyc11g012570/Solyc06g007850/Solyc03g114160/Solyc11g005940/Solyc10g083470/Solyc03g118620/Solyc03g043700/Solyc04g077010/Solyc04g007210/Solyc10g078250/Solyc06g065260/Solyc11g017280/Solyc03g113010/Solyc01g008660/Solyc02g086440/Solyc05g046280/Solyc04g008430/Solyc04g005910/Solyc03g118790/Solyc05g050630/Solyc08g066760/Solyc07g006030/Solyc03g116560/Solyc12g009720/Solyc03g119540/Solyc08g023590/Solyc02g092620/Solyc08g048430/Solyc01g100450/Solyc02g088140/Solyc07g019650/Solyc02g064720/Solyc03g117420/Solyc09g057910/Solyc05g013400/Solyc02g014150/Solyc07g018360/Solyc01g007850/Solyc07g063450/Solyc12g013840/Solyc03g034080/Solyc02g071800/Solyc02g032480/Solyc07g008480/Solyc12g055940/Solyc02g068820/Solyc04g076460/Solyc08g067060/Solyc07g042030/Solyc01g111020/Solyc12g096710/Solyc01g081320/Solyc01g106500/Solyc02g093590/Solyc01g111470/Solyc04g081590/Solyc08g013760/Solyc08g044400/Solyc03g082870/Solyc09g005860/Solyc08g005333/Solyc07g052940/Solyc05g044610/Solyc12g009530/Solyc01g096210/Solyc11g045510/Solyc01g109080/Solyc04g008410/Solyc09g014210/Solyc06g036410/Solyc09g092050/Solyc09g018230/Solyc12g099550/Solyc01g102550/Solyc02g032650/Solyc11g042470/Solyc02g081200/Solyc04g009220/Solyc02g086330/Solyc10g011690/Solyc02g031860/Solyc07g054600/Solyc10g081910/Solyc07g047820/Solyc11g015890/Solyc11g045220/Solyc06g066430/Solyc09g005740/Solyc03g007050/Solyc08g005420/Solyc12g013600/Solyc08g061560/Solyc02g072010/Solyc07g054480/Solyc11g006360/Solyc03g093150/Solyc10g006820/Solyc02g031910/Solyc01g081050/Solyc02g087200/Solyc09g090780/Solyc09g072650/Solyc07g054610/Solyc04g076520/Solyc07g056410/Solyc01g108410/Solyc05g010780/Solyc07g054370/Solyc03g006100/Solyc06g073780/Solyc07g045510/Solyc07g056580/Solyc08g076150/Solyc02g150128/Solyc01g009700/Solyc07g015800/Solyc02g082690/Solyc07g052290/Solyc05g013200/Solyc06g017970/Solyc10g008510/Solyc12g010740/Solyc04g051870/Solyc07g025250/Solyc03g097940/Solyc11g008110/Solyc05g006630/Solyc01g101150/Solyc09g090220/Solyc12g100000/Solyc02g083780/Solyc12g008400/Solyc07g055220/Solyc04g082870/Solyc09g072880/Solyc09g091690/Solyc11g069990/Solyc02g064940/Solyc02g062910/Solyc01g100650/Solyc10g054730/Solyc01g073950/Solyc12g006240/Solyc03g093330/Solyc03g059490/Solyc04g050540	175	Adv-Root	blue	998
GO:0003723	RNA binding	31/682	49/3282	0.63265306122449	3.04452690166976	7.38408429026919	9.64615632153815e-11	8.48861756295357e-09	8.12307900761107e-09	Solyc06g066470/Solyc06g066380/Solyc01g102570/Solyc01g095690/Solyc03g098420/Solyc11g012570/Solyc08g066120/Solyc05g046280/Solyc01g088100/Solyc02g077280/Solyc01g007850/Solyc12g099180/Solyc07g008480/Solyc02g081530/Solyc09g092050/Solyc11g045220/Solyc02g072010/Solyc09g090780/Solyc04g014210/Solyc01g105040/Solyc05g055010/Solyc12g015710/Solyc07g045510/Solyc08g076150/Solyc05g013200/Solyc01g111420/Solyc09g090220/Solyc10g079160/Solyc04g082870/Solyc12g095890/Solyc10g054730	31	Adv-Root	blue	998
GO:0009451	RNA modification	16/682	18/3282	0.888888888888889	4.27761485826002	7.14048523994004	1.04927069278032e-09	6.15572139764451e-08	5.89064248578422e-08	Solyc06g066380/Solyc01g095690/Solyc03g098420/Solyc11g012570/Solyc05g046280/Solyc01g007850/Solyc07g008480/Solyc09g092050/Solyc02g072010/Solyc09g090780/Solyc07g045510/Solyc08g076150/Solyc05g013200/Solyc09g090220/Solyc04g082870/Solyc10g054730	16	Adv-Root	blue	998
GO:0043531	ADP binding	27/682	53/3282	0.509433962264151	2.45155757206883	5.45565383756283	8.93405043938995e-07	3.93098219333158e-05	3.76170544816419e-05	Solyc05g012890/Solyc12g044200/Solyc12g016220/Solyc10g085460/Solyc01g102850/Solyc07g053010/Solyc04g008205/Solyc01g073985/Solyc04g009260/Solyc02g084890/Solyc04g009290/Solyc03g078300/Solyc05g013280/Solyc11g011080/Solyc05g013260/Solyc02g090380/Solyc09g098100/Solyc04g005550/Solyc05g005130/Solyc01g014840/Solyc10g008230/Solyc02g036270/Solyc02g032650/Solyc10g051050/Solyc04g008130/Solyc09g092300/Solyc11g006640	27	Adv-Root	blue	998
GO:0008270	zinc ion binding	30/682	71/3282	0.422535211267606	2.03337326008839	4.50790618754694	2.80732649685641e-05	0.000988178926893455	0.000945625767362158	Solyc08g067960/Solyc09g074670/Solyc04g074530/Solyc06g005000/Solyc01g095690/Solyc03g098420/Solyc09g090810/Solyc04g007210/Solyc03g119540/Solyc08g079700/Solyc02g068550/Solyc01g067600/Solyc01g007850/Solyc11g069350/Solyc08g060840/Solyc10g075030/Solyc09g092050/Solyc01g109280/Solyc04g014210/Solyc03g059123/Solyc07g045510/Solyc04g007470/Solyc08g076150/Solyc05g013200/Solyc03g119780/Solyc09g090220/Solyc04g082870/Solyc10g084220/Solyc04g009600/Solyc12g006240	30	Adv-Root	blue	998
GO:0009535	chloroplast thylakoid membrane	5/682	6/3282	0.833333333333333	4.01026392961877	3.77934798760018	0.00190225516865766	0.0478281299548212	0.0457685454113121	Solyc08g007770/Solyc12g036170/Solyc08g080050/Solyc05g026570/Solyc10g005180	5	Adv-Root	blue	998
GO:0009773	photosynthetic electron transport in photosystem I	5/682	6/3282	0.833333333333333	4.01026392961877	3.77934798760018	0.00190225516865766	0.0478281299548212	0.0457685454113121	Solyc08g007770/Solyc12g036170/Solyc08g080050/Solyc05g026570/Solyc03g116870	5	Adv-Root	blue	998
GO:0008017	microtubule binding	4/50	26/3282	0.153846153846154	10.0984615384615	5.79248450521067	0.000556903958250807	0.0168793988084104	0.014133467901779	Solyc09g010060/Solyc02g062330/Solyc01g098980/Solyc02g092950	4	Adv-Root	greenyellow	82
GO:0005524	ATP binding	15/50	410/3282	0.0365853658536585	2.40146341463415	3.77254055205111	0.00076724540038229	0.0168793988084104	0.014133467901779	Solyc02g085390/Solyc04g077510/Solyc03g118510/Solyc09g010060/Solyc04g081080/Solyc09g091650/Solyc02g062330/Solyc09g091400/Solyc05g010340/Solyc01g098980/Solyc01g106055/Solyc02g087980/Solyc02g070780/Solyc01g087500/Solyc03g093260	15	Adv-Root	greenyellow	82
GO:0005634	nucleus	5/50	54/3282	0.0925925925925926	6.07777777777778	4.67903451543152	0.00120647385422318	0.0176949498619399	0.0148163455781794	Solyc03g120380/Solyc01g090760/Solyc04g077510/Solyc10g078700/Solyc08g066510	5	Adv-Root	greenyellow	82
GO:0005515	protein binding	14/50	405/3282	0.0345679012345679	2.26903703703704	3.39222241235561	0.00211845532239889	0.0199153728327339	0.0166755514149686	Solyc07g048000/Solyc09g092690/Solyc01g099210/Solyc02g090480/Solyc03g118510/Solyc08g083240/Solyc04g081080/Solyc09g091400/Solyc03g114690/Solyc03g096870/Solyc02g092950/Solyc03g093310/Solyc02g087980/Solyc03g093260	14	Adv-Root	greenyellow	82
GO:0003777	microtubule motor activity	3/50	19/3282	0.157894736842105	10.3642105263158	5.09086843822619	0.00271573265900917	0.0199153728327339	0.0166755514149686	Solyc09g010060/Solyc02g062330/Solyc01g098980	3	Adv-Root	greenyellow	82
GO:0007018	microtubule-based movement	3/50	19/3282	0.157894736842105	10.3642105263158	5.09086843822619	0.00271573265900917	0.0199153728327339	0.0166755514149686	Solyc09g010060/Solyc02g062330/Solyc01g098980	3	Adv-Root	greenyellow	82
GO:0045893	positive regulation of DNA-templated transcription	2/50	8/3282	0.25	16.41	5.42701142655654	0.00600754611829547	0.0377617184578572	0.0316186637805025	Solyc01g090760/Solyc08g066510	2	Adv-Root	greenyellow	82
GO:0009765	photosynthesis, light harvesting	14/37	15/3282	0.933333333333333	82.7891891891892	33.8971817379702	4.84830210956255e-28	1.30904156958189e-26	1.07172994000856e-26	Solyc02g071030/Solyc02g070990/Solyc07g063600/Solyc03g115900/Solyc03g005770/Solyc03g005760/Solyc01g105030/Solyc02g070980/Solyc05g056050/Solyc02g070940/Solyc07g047850/Solyc03g005780/Solyc10g006230/Solyc12g006140	14	Adv-Root	cyan	50
GO:0015979	photosynthesis	5/37	9/3282	0.555555555555556	49.2792792792793	15.4848020163803	1.68024236592893e-08	2.26832719400405e-07	1.85710998339513e-07	Solyc12g044280/Solyc06g066640/Solyc09g063130/Solyc07g066150/Solyc09g065910	5	Adv-Root	cyan	50
GO:0009522	photosystem I	4/37	5/3282	0.8	70.9621621621622	16.7150096210441	6.78811652350307e-08	6.10930487115276e-07	5.00177006994963e-07	Solyc12g044280/Solyc06g066640/Solyc09g063130/Solyc07g066150	4	Adv-Root	cyan	50
GO:0016020	membrane	15/37	352/3282	0.0426136363636364	3.77994471744472	5.89345955915475	2.18858684320538e-06	1.47729611916363e-05	1.20948220282403e-05	Solyc02g071030/Solyc02g070990/Solyc07g063600/Solyc03g115900/Solyc03g005770/Solyc03g005760/Solyc01g105030/Solyc02g070980/Solyc05g056050/Solyc02g070940/Solyc07g047850/Solyc03g005780/Solyc07g066150/Solyc10g006230/Solyc12g006140	15	Adv-Root	cyan	50
GO:0006096	glycolytic process	3/37	8/3282	0.375	33.2635135135135	9.75470057666128	7.10883061190115e-05	0.000383876853042662	0.000314285142841945	Solyc01g110360/Solyc02g062340/Solyc02g084440	3	Adv-Root	cyan	50
GO:0009507	chloroplast	2/37	7/3282	0.285714285714286	25.3436293436293	6.88375367476341	0.00250666837344281	0.0112800076804926	0.00923509400742088	Solyc09g092110/Solyc09g065910	2	Adv-Root	cyan	50
GO:0006468	protein phosphorylation	13/31	263/3282	0.0494296577946768	5.23316570587514	6.98854979910254	2.33505109133197e-07	4.85365043895096e-06	4.43685497189423e-06	Solyc02g079990/Solyc07g055670/Solyc06g071810/Solyc04g074050/Solyc06g062920/Solyc04g081910/Solyc08g066310/Solyc02g014030/Solyc03g083470/Solyc11g017270/Solyc02g072520/Solyc11g020230/Solyc11g005630	13	Adv-Root	lightcyan	36
GO:0004672	protein kinase activity	13/31	265/3282	0.0490566037735849	5.19367011564212	6.95192413425992	2.55455286260577e-07	4.85365043895096e-06	4.43685497189423e-06	Solyc02g079990/Solyc07g055670/Solyc06g071810/Solyc04g074050/Solyc06g062920/Solyc04g081910/Solyc08g066310/Solyc02g014030/Solyc03g083470/Solyc11g017270/Solyc02g072520/Solyc11g020230/Solyc11g005630	13	Adv-Root	lightcyan	36
GO:0005524	ATP binding	13/31	410/3282	0.0317073170731707	3.35688434303698	4.98096464713378	3.68068287903777e-05	0.000466219831344784	0.000426184333362268	Solyc02g079990/Solyc07g055670/Solyc06g071810/Solyc04g074050/Solyc06g062920/Solyc04g081910/Solyc08g066310/Solyc02g014030/Solyc03g083470/Solyc11g017270/Solyc02g072520/Solyc11g020230/Solyc11g005630	13	Adv-Root	lightcyan	36
