tissue	module	module_color	n_genes	cor_flight	p_flight	padj_flight	cor_light	p_light	padj_light	cor_dysbiosis_16S	p_dysbiosis_16S	padj_dysbiosis_16S	cor_dysbiosis_ITS	p_dysbiosis_ITS	padj_dysbiosis_ITS
Adv-Root	MEbrown	brown	439	0.0351535276478442	0.901018595655685	0.901018595655685	-0.841778447722639	8.30665893343889e-05	0.00141213201868461	-0.332262028676147	0.226294983026389	0.427446079049847	-0.0338754097832137	0.904601964776936	0.965418987745105
Adv-Root	MElightcyan	lightcyan	36	0.140478128014994	0.617527571427248	0.792798122231338	0.115623690458368	0.681556295882662	0.772430468667017	-0.275679887354086	0.319967556443183	0.50140802078899	0.549812212144083	0.0337284856035166	0.0716730319074728
Adv-Root	MEpink	pink	141	0.599745692095918	0.0181118166581762	0.076975220797249	-0.353577715064782	0.196063167446468	0.555512307764994	-0.39008307745839	0.150602415297912	0.365748722866357	0.600974374110941	0.0178150699732386	0.0570853802469339
Adv-Root	MEpurple	purple	109	0.409498952198535	0.129574318791136	0.31468048849276	-0.215425143910247	0.440661437047398	0.772430468667017	-0.493584818203629	0.0615077136552514	0.209126226427855	0.419153909279458	0.119903419033766	0.174529123854282
Adv-Root	MEmidnightblue	midnightblue	43	0.226989672061807	0.415896181220051	0.642748643703716	0.228251426124609	0.413238735677103	0.772430468667017	0.063514173052048	0.822076858845537	0.873456662523383	0.531673191768996	0.0413713737991024	0.0781459282871934
Adv-Root	MEturquoise	turquoise	1768	0.716122591648658	0.00267361365995611	0.0151767697108142	0.180840951666654	0.518937607635986	0.772430468667017	-0.224596548984775	0.420960728814598	0.550487106911397	0.64684436553303	0.00915485351777393	0.0518775032673856
Adv-Root	MEsalmon	salmon	54	0.472430915916291	0.0753628600729664	0.213528103540072	-0.011098494025028	0.968686321845664	0.968686321845664	-0.565187652419588	0.0281246935716851	0.159373263572882	-0.0262866982262395	0.925910931804074	0.965418987745105
Adv-Root	MEgreenyellow	greenyellow	82	0.0484306168275318	0.863911170565683	0.901018595655685	-0.303779745316107	0.271010542323702	0.658168459928991	-0.917642357992893	1.44120318476511e-06	2.45004541410068e-05	-0.51510258757869	0.0494150089100196	0.0840055151470332
Adv-Root	MEblack	black	169	-0.377301172771136	0.165626544559069	0.320486101054757	-0.121995111010936	0.664928295571809	0.772430468667017	-0.253734817999635	0.361496257290285	0.512119697827903	-0.846359983588051	6.94274009409313e-05	0.00118026581599583
Adv-Root	MEtan	tan	61	0.0741704110411263	0.792781213384481	0.898485375169079	0.16684094566165	0.552308547620347	0.772430468667017	-0.0770096205083542	0.785017372124062	0.873456662523383	-0.415807718033377	0.123197028603023	0.174529123854282
Adv-Root	MEgreen	green	287	-0.527315292759642	0.0433849995910944	0.147508998609721	-0.620639074307058	0.0135547909281023	0.0576078614444347	-0.0431247591187853	0.878712725921069	0.878712725921069	-0.6520479629661	0.00843302432998436	0.0518775032673856
Adv-Root	MEblue	blue	998	-0.716036809599055	0.00267825347837898	0.0151767697108142	0.122321891702795	0.664079288744215	0.772430468667017	0.439339196866405	0.101314162599338	0.287056794031458	-0.564494224739327	0.0283611330513088	0.0688770374103214
Adv-Root	MEmagenta	magenta	133	-0.764415250847874	0.000904381624388743	0.0151767697108142	-0.186984796486012	0.504588909610868	0.772430468667017	0.3472127801819	0.204802333073736	0.427446079049847	-0.591707857653304	0.0201477812636237	0.0570853802469339
Adv-Root	MEyellow	yellow	359	0.373994168531579	0.169669112323107	0.320486101054757	0.799505985652095	0.00034735838063915	0.00295254623543277	0.538201551729347	0.0384859158963624	0.16356514255954	0.6242366329588	0.0128693712675118	0.0546948278869252
Adv-Root	MEcyan	cyan	50	-0.171544203895142	0.540995258340377	0.766409949315535	0.395430169756543	0.144597606252423	0.491631861258239	0.273241551664916	0.324440484039935	0.50140802078899	0.158206957601936	0.573337938793544	0.749749612268481
Adv-Root	MEred	red	212	-0.317312502711055	0.249147066443471	0.4235500129539	0.771543121371998	0.000754639258692436	0.00427628913259047	0.609594148279519	0.0158369061790929	0.134613702522289	-0.0122571419130625	0.965418987745105	0.965418987745105
Adv-Root	MEgrey	grey	59	0.126641465373451	0.652892571249337	0.792798122231338	0.0957689280938277	0.734221814701065	0.780110678119882	-0.0652980378349834	0.817156458191463	0.873456662523383	0.108072230378296	0.70144098535363	0.851749767929408
